year,title,bechdel_score,pass_bechdel,budget_2013,domgross_2013,intgross_2013,decade,imdb_id,language,metascore,imdb_rating,award_winner,runtime,profit,ROI,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
2010,Never Let Me Go,Passes Bechdel,TRUE,16023478,2600773,12294827,2010 - present,1334260,English,69,7.2,FALSE,103,-3728651,-0.23269923046669394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Paranormal Activity 2,Passes Bechdel,TRUE,3204696,90535754,189624005,2010 - present,1536044,"English, Spanish",53,5.7,FALSE,91,186419309,58.17066860632023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Percy Jackson & the Olympians: The Lightning Thief,Dubious,FALSE,101482025,94825128,241919399,2010 - present,0814255,NA,NA,NA,NA,NA,140437374,1.38386452182049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Please Give,Passes Bechdel,TRUE,3204696,4308792,4882010,2010 - present,0878835,English,78,6.6,FALSE,90,1677314,0.5233925464381021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Predators,Less than 2 women,FALSE,42729274,55548791,135915826,2010 - present,1424381,"English, Spanish, Russian",51,6.4,FALSE,107,93186552,2.1808597075625484,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Prince of Persia: The Sands of Time,Less than 2 women,FALSE,213646368,96952376,357921415,2010 - present,0473075,English,50,6.6,FALSE,116,144275047,0.6752983837291351,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Rabbit Hole,Passes Bechdel,TRUE,5341159,2381151,6238038,2010 - present,0935075,English,76,7,FALSE,91,896879,0.16791842369792773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Ramona and Beezus,Passes Bechdel,TRUE,16023478,27952425,29343924,2010 - present,0493949,English,56,6.7,FALSE,103,13320446,0.8313080343730618,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Red,Only talk about men,FALSE,64093910,96546967,209843135,2010 - present,1245526,"English, Russian",60,7.1,FALSE,111,145749225,2.2739949084086146,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Remember Me,Passes Bechdel,TRUE,17091709,20369301,60361637,2010 - present,1403981,"English, Chinese",40,7.2,FALSE,113,43269928,2.5316326178967827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Repo Men,Passes Bechdel,TRUE,34183419,14893296,19436733,2010 - present,1053424,"English, Spanish",32,6.3,FALSE,111,-14746686,-0.4313988018577077,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Robin Hood,Dubious,FALSE,224328687,112684730,344460978,2010 - present,0955308,"English, French",53,6.7,FALSE,140,120132291,0.5355190751863136,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Salt,Passes Bechdel,TRUE,138870139,126383971,315890541,2010 - present,0944835,"English, Russian, Korean",65,6.4,FALSE,100,177020402,1.2747189804425845,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Scott Pilgrim vs. the World,Passes Bechdel,TRUE,90799707,33768214,51371013,2010 - present,0446029,English,69,7.5,FALSE,112,-39428694,-0.43423811929260964,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Secretariat,Passes Bechdel,TRUE,37388114,63772921,64495830,2010 - present,1028576,English,61,7.2,FALSE,123,27107716,0.7250356624032974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Sex and the city 2,Passes Bechdel,TRUE,101482025,101853441,314787390,2010 - present,1261945,NA,NA,NA,NA,NA,213305365,2.1019029232024096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Shrek Forever After,Don't talk to each other,FALSE,176258254,255026238,807844640,2010 - present,0892791,English,58,6.4,FALSE,93,631586386,3.5833010464292925,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Shutter Island,Don't talk to each other,FALSE,85458547,136747492,317084404,2010 - present,1130884,"English, German",63,8.1,FALSE,138,231625857,2.710388429609036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Skyline,Dubious,FALSE,10682318,22877632,84062765,2010 - present,1564585,English,26,4.4,FALSE,94,73380447,6.869337441555288,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Somewhere,Dubious,FALSE,7477623,1907483,15367204,2010 - present,1421051,"English, Italian",67,6.4,FALSE,97,7889581,1.0550921061412162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Submarine,Don't talk to each other,FALSE,2029641,499507,4894571,2010 - present,1440292,English,76,7.3,FALSE,97,2864930,1.4115451944457174,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Super,Don't talk to each other,FALSE,2670580,350077,553731,2010 - present,1512235,English,50,6.8,FALSE,96,-2116849,-0.7926551535621476,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Takers,Don't talk to each other,FALSE,34183419,61684749,75403567,2010 - present,1135084,English,45,6.2,FALSE,107,41220148,1.205852112101484,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Tangled,Passes Bechdel,TRUE,277740279,214524387,626605502,2010 - present,0398286,English,71,7.9,FALSE,100,348865223,1.2560843686629983,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The A-Team,Less than 2 women,FALSE,117505503,82491105,189334662,2010 - present,0429493,"English, Spanish, French, Swahili, German",47,6.8,FALSE,117,71829159,0.6112833626183448,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Back-up Plan,Passes Bechdel,TRUE,37388114,40048019,80417752,2010 - present,1212436,English,34,5.1,FALSE,106,43029638,1.1508908419397672,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Passes Bechdel,TRUE,165575935,111509464,446720616,2010 - present,0980970,English,53,6.4,FALSE,113,281144681,1.6979803315016762,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Conspirator,Dubious,FALSE,26705796,12325477,16992803,2010 - present,0968264,English,55,7,FALSE,122,-9712993,-0.36370355708551055,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Crazies,Passes Bechdel,TRUE,20296405,41793064,58705899,2010 - present,0455407,English,55,6.6,FALSE,101,38409494,1.8924284374498834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Debt,Passes Bechdel,TRUE,21364637,33304850,49783934,2010 - present,1226753,"English, German, Russian",65,6.9,FALSE,113,28419297,1.3302026615289555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Expendables,Don't talk to each other,FALSE,87595011,110101079,286572606,2010 - present,1320253,"English, Spanish",45,6.5,FALSE,103,198977595,2.271563103063027,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Fighter,Only talk about men,FALSE,11750550,100004670,138082199,2010 - present,0964517,English,79,7.9,TRUE,116,126331649,10.75112645791048,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Ghost Writer,Only talk about men,FALSE,48070433,16601978,70003894,2010 - present,1139328,NA,NA,NA,NA,NA,21933461,0.4562775833535762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,The Illusionist,Less than 2 women,FALSE,17625825,42588953,89509349,2010 - present,0775489,"English, French, Scottish Gaelic",82,7.5,FALSE,80,71883524,4.078306916130167,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Karate Kid,Dubious,FALSE,42729274,188640789,383593100,2010 - present,1155076,"English, Chinese",61,6.3,FALSE,140,340863826,7.977290370063391,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Kids Are All Right,Passes Bechdel,TRUE,4272927,22231363,38750611,2010 - present,0842926,English,86,7.1,FALSE,106,34477684,8.06886801482918,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Killer Inside Me,Don't talk to each other,FALSE,13887014,232102,3864090,2010 - present,0954947,English,NA,6.2,FALSE,109,-10022924,-0.7217479582003734,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The King's Speech,Passes Bechdel,TRUE,16023478,148267855,460216888,2010 - present,1504320,NA,NA,NA,NA,NA,444193410,27.721410420384387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,The Last Airbender,Don't talk to each other,FALSE,160234776,140763246,341528548,2010 - present,0938283,English,20,4.4,FALSE,103,181293772,1.1314258772390333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Last Exorcism,Passes Bechdel,TRUE,1922817,43834199,74953449,2010 - present,1320244,English,63,5.6,FALSE,87,73030632,37.981062160361596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Losers,Don't talk to each other,FALSE,26705796,25201119,28536765,2010 - present,0480255,English,44,6.4,FALSE,97,1830969,0.06856073490563622,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Next Three Days,Passes Bechdel,TRUE,32046955,22591662,71844911,2010 - present,1458175,English,52,7.4,FALSE,133,39797956,1.2418638837917675,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Other Guys,Less than 2 women,FALSE,106823184,127354577,182599780,2010 - present,1386588,English,64,6.6,FALSE,107,75776596,0.7093647012056858,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Runaways,Passes Bechdel,TRUE,10148202,3817511,5638803,2010 - present,1017451,English,65,6.6,FALSE,106,-4509399,-0.4443544777685742,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Social Network,Don't talk to each other,FALSE,42729274,103578637,240268986,2010 - present,1285016,"English, French",95,7.8,TRUE,120,197539712,4.623053319370697,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Sorcerer's Apprentice,Don't talk to each other,FALSE,170917095,67459899,229831139,2010 - present,0963966,NA,NA,NA,NA,NA,58914044,0.3446936890660352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,The Spy Next Door,Passes Bechdel,TRUE,29910492,25965625,54462053,2010 - present,1273678,English,27,5.4,FALSE,94,24551561,0.820834408206993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Switch,Only talk about men,FALSE,20296405,29652476,53260400,2010 - present,0889573,English,52,6,FALSE,101,32963995,1.6241297412029372,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Tempest,Passes Bechdel,TRUE,21364637,296908,296908,2010 - present,1274300,English,43,5.4,FALSE,110,-21067729,-0.9861028296432091,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Tourist,Less than 2 women,FALSE,106823184,72245755,297749724,2010 - present,1243957,"English, French, Italian, Russian, Spanish",37,6,FALSE,103,190926540,1.787313697745613,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Town,Don't talk to each other,FALSE,39524578,98476300,162976800,2010 - present,0840361,English,74,7.6,FALSE,125,123452222,3.123429224215879,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Twilight Saga: Eclipse,Passes Bechdel,TRUE,72639765,321037586,747325041,2010 - present,1325004,English,58,4.9,FALSE,124,674685276,9.288098275097669,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,The Wolfman,Don't talk to each other,FALSE,160234776,66433214,152366563,2010 - present,0780653,"English, Romanian",43,5.8,TRUE,103,-7868213,-0.049104278087548234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Tiny Furniture,Passes Bechdel,TRUE,53412,418399,453089,2010 - present,1570989,English,72,6.4,FALSE,98,399677,7.482906462967123,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Toy Story 3,Dubious,FALSE,213646368,443321427,1136341723,2010 - present,0435761,"English, Spanish",92,8.5,TRUE,103,922695355,4.318797289359957,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Tron Legacy,Don't talk to each other,FALSE,213646368,183802922,424689202,2010 - present,1104001,NA,NA,NA,NA,NA,211042834,0.9878138157724263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,True Grit,Passes Bechdel,TRUE,37388114,182927231,269490247,2010 - present,1403865,English,80,7.7,FALSE,110,232102133,6.207912306033944,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Tucker and Dale vs Evil,Passes Bechdel,TRUE,5341159,239111,5850485,2010 - present,1465522,NA,NA,NA,NA,NA,509326,0.0953587039816639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Unstoppable,Dubious,FALSE,101482025,87128132,181077698,2010 - present,0477080,English,69,6.8,FALSE,98,79595673,0.7843327229625148,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Valentine's Day,Passes Bechdel,TRUE,55548056,118024294,232414484,2010 - present,0817230,NA,NA,NA,NA,NA,176866428,3.184025521973262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Wall Street: Money Never Sleeps,Dubious,FALSE,74776229,56055056,146808831,2010 - present,1027718,English,59,6.3,FALSE,133,72032602,0.9633088344158142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Welcome to the Rileys,Passes Bechdel,TRUE,10682318,163287,334204,2010 - present,1183923,English,50,7,FALSE,110,-10348114,-0.9687142809266678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,Wild Target,Don't talk to each other,FALSE,8545855,116798,116798,2010 - present,1235189,NA,NA,NA,NA,NA,-8429057,-0.9863327894049221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Winter's Bone,Passes Bechdel,TRUE,2136464,6977159,17232238,2010 - present,1399683,NA,NA,NA,NA,NA,15095774,7.0657750376322745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Womb,Passes Bechdel,TRUE,13887014,NA,NA,2010 - present,1216520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Yogi Bear,Less than 2 women,FALSE,85458547,107085981,216086548,2010 - present,1302067,English,35,4.5,FALSE,80,130628001,1.5285539666383516,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,You Again,Passes Bechdel,TRUE,21364637,27455751,35079607,2010 - present,1414382,English,28,5.8,FALSE,105,13714970,0.6419472514323552,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,You Will Meet a Tall Dark Stranger,Passes Bechdel,TRUE,16023478,3469420,36584608,2010 - present,1182350,English,51,6.3,FALSE,98,20561130,1.2831877074377984,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,(500) Days of Summer,Don't talk to each other,FALSE,8142987,35168338,66015966,2000-2009,1022603,"English, French, Swedish",76,7.8,FALSE,95,57872979,7.107094607912305,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,17 Again,Passes Bechdel,TRUE,43429264,69668214,151432312,2000-2009,0974661,English,48,6.4,FALSE,102,108003048,2.486872630399631,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,2012,Don't talk to each other,FALSE,217146319,180353228,856000062,2000-2009,1190080,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian",49,5.8,FALSE,158,638853743,2.94204270163106,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,9,Less than 2 women,FALSE,32571948,34471863,52723125,2000-2009,0472033,English,60,7.1,FALSE,79,20151177,0.6186666207375745,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,A Perfect Getaway,Dubious,FALSE,15200242,16845625,24771466,2000-2009,0971209,English,63,6.5,FALSE,98,9571224,0.6296757643726988,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,A Serious Man,Only talk about men,FALSE,7600121,10019987,32963430,2000-2009,1019452,"English, Yiddish, Hebrew",79,7,FALSE,106,25363309,3.3372243678751956,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,A Single Man,Don't talk to each other,FALSE,7600121,9962673,30555070,2000-2009,1315981,"English, Spanish",77,7.6,FALSE,99,22954949,3.0203399393246504,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,Adam,Only talk about men,FALSE,3474341,2472641,3071090,2000-2009,1185836,English,56,7.3,FALSE,99,-403251,-0.11606546392538902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,Adventureland,Only talk about men,FALSE,10640170,17419505,18613810,2000-2009,1091722,English,76,6.8,FALSE,107,7973640,0.7493902822981212,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,Agora,Don't talk to each other,FALSE,76001212,672527,42335163,2000-2009,1186830,English,55,7.2,FALSE,127,-33666049,-0.44296726478519843,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,Ajami,Only talk about men,FALSE,1085732,675172,675172,2000-2009,1077262,"Arabic, Hebrew",82,7.3,FALSE,124,-410560,-0.37814119874886254,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
